question,answer,source,generated_by
How do I set up SSO Authentication in Incorta when using a tenant configuration?,"To set up SSO Authentication, go to ""Tenant Configurations"" in CMC, update ""server.xml"", and add a Valve tag with the following attributes: className=""com.incorta.sso.valves.auth0.Auth0Valve"", appDomain=""dev-7ofu4i2i.auth0.com"", clientId=""zsnQb4dBSI738yN6oLFy438yFsbzAK7C"", clientSecret=""QRPgXKmHT_3ZBK_POGurUa-ANWKxjPesG53ebZxCkYeFu9fIjPWJbOBvz0QslVYr"", callbackURL=""http://localhost:8080/incorta/!demo/callback"", embeddedURL=""http://localhost:8080/incorta/!demo/embedded"", claimName=""http://incorta.com/email"", audience=""http://localhost:8080/incorta/!demo/"", LoggingEnabled=""true"".",https://incorta.atlassian.net/wiki/spaces/INC/pages/2197127199/Configuring+Incorta+to+integrate+with+Auth0+as+an+SSO+provider,ai_model
"What should be done to update the ""server.xml"" file in your Incorta analytics service instance?","You should add a Valve tag with the following attributes: className=""com.incorta.sso.valves.auth0.Auth0Valve"", appDomain=""dev-7ofu4i2i.auth0.com"", clientId=""zsnQb4dBSI738yN6oLFy438yFsbzAK7C"", clientSecret=""QRPgXKmHT_3ZBK_POGurUa-ANWKxjPesG53ebZxCkYeFu9fIjPWJbOBvz0QslVYr"", callbackURL=""http://localhost:8080/incorta/!demo/callback"", embeddedURL=""http://localhost:8080/incorta/!demo/embedded"", claimName=""http://incorta.com/email"", audience=""http://localhost:8080/incorta/!demo/"", LoggingEnabled=""true"".",https://incorta.atlassian.net/wiki/spaces/INC/pages/2197127199/Configuring+Incorta+to+integrate+with+Auth0+as+an+SSO+provider,ai_model
What happens when you log in to Incorta's dashboard from the Auth0 dashboard?,"When you log in to Incosta's dashboard, clicking on ""Create Application"" will lead you to select a tenant configuration. You can then update the tenant configurations, enable SSO Authentication, and configure other settings.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2197127199/Configuring+Incorta+to+integrate+with+Auth0+as+an+SSO+provider,ai_model
"What is the purpose of the ""APIs"" menu item in Incorta?","The ""APIs"" menu item allows you to create APIs for your application, which enables you to integrate with third-party services and retrieve data from external sources.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2197127199/Configuring+Incorta+to+integrate+with+Auth0+as+an+SSO+provider,ai_model
How do I define a new application in Auth0?,"To define a new application in Auth0, follow these steps: log in to the Auth0 dashboard, click ""Create Application"", choose ""Regular Application"".",https://incorta.atlassian.net/wiki/spaces/INC/pages/2197127199/Configuring+Incorta+to+integrate+with+Auth0+as+an+SSO+provider,ai_model
What information should be added to the settings section in Incorta's config file?,"You should add the following attributes to the ""Allowed Callback URLs"" section in Incorta's config file: http://<hostname>:<port>/incorta/!<tenant_name>/callback, and http://<hostname>:<port>.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2197127199/Configuring+Incorta+to+integrate+with+Auth0+as+an+SSO+provider,ai_model
What is required for SSO Authentication to work with Incorta when using a tenant configuration?,"To enable SSO Authentication, you need to set the authentication type to ""SSO"" in your tenant configuration.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2197127199/Configuring+Incorta+to+integrate+with+Auth0+as+an+SSO+provider,ai_model
How do I configure Incorta to use Auth0 as an SSO provider when my analytics service instance uses Valve tags?,"You should update the ""server.xml"" file by adding a Valve tag with the following attributes: className=""com.incorta.sso.valves.auth0.Auth0Valve"", appDomain=""dev-7ofu4i2i.auth0.com"", clientId=""zsnQb4dBSI738yN6oLFy438yFsbzAK7C"", clientSecret=""QRPgXKmHT_3ZBK_POGurUa-ANWKxjPesG53ebZxCkYeFu9fIjPWJbOBvz0QslVYr"", callbackURL=""http://localhost:8080/incorta/!demo/callback"", embeddedURL=""http://localhost:8080/incorta/!demo/embedded"", claimName=""http://incorta.com/email"", audience=""http://localhost:8080/incorta/!demo/"", LoggingEnabled=""true"".",https://incorta.atlassian.net/wiki/spaces/INC/pages/2197127199/Configuring+Incorta+to+integrate+with+Auth0+as+an+SSO+provider,ai_model
What is the purpose of the Cookie-Based provider in Incorta?,"The Cookie-Based provider is used to provide a seamless user experience by utilizing cookies to authenticate and authorize users, allowing them to access specific features and data in Incorta Analytics.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
Where should I find the latest version of Incorta for the Cookie-Based provider?,You can download the latest version of Incorta from the official website at [insert link].,https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
How do I get the last updated simulator war file for Balady?,"To obtain the last updated simulator war file, you should contact the server team and ask for it. They will provide you with the latest version.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
Where should I configure the Cookie-Based provider settings for Pega?,"For Pega, you need to set the following configuration settings: - cookie.name=id - validation.service.name=pega - validation.service.url=http://app.incorta.com:8080/incorta.simulators/balady/validate - validation.service.userName=admin - validation.service.password=YWRtaW4=",https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
How do I configure the Cookie-Based provider settings for Balady?,"For Balady, you need to set the following configuration settings: - cookie.name=id - validation.service.name=Balady - validation.service.url=http://app.incorta.com:8080/incorta.simulators/balady/validate - validation.service.userName=admin - validation.service.password=YWRtaW4= - validation.service.tokens.url=",https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
How do I update the hosts file on my machine for Incorta?,"To update the hosts file, you can use sudo vi /etc/hosts. For example: ``` 127.0.0.1 app.incorta.com ```",https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
What is the purpose of the tokens URL in the Cookie-Based provider configuration?,"The tokens URL is used to handle token-based authentication for specific features or users. It should be set to an empty string, as per the Balady configuration.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
How do I configure Incorta domains and URLs for Pega and Balady?,"For Pega, you can configure the following: - app.incorta.com - https://app.incorta.com:8080/incorta.simulators/pega/home For Balady: - app.incorta.com - https://app.incorta.com:8080/incorta.simulators/balady/home",https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
How do I access Incorta Analytics for Pega and Balady?,"To access the dashboard, go to [insert link] for Pega or [insert link] for Balady.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
What is the recommended way to authenticate users using cookies in Incorta?,"The recommended way is to use a cookie-based authentication method that includes user ID, username, and other relevant information. This ensures secure and efficient access to features and data in Incorta Analytics.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
Can I customize the Cookie-Based provider settings for Pega or Balady?,"Yes, you can customize the settings by contacting the server team. They may provide additional guidance on how to modify the configuration.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
How do I troubleshoot issues with the Cookie-Based provider?,Common issues include: - Authentication errors - Token-based authentication failures - Issues with user access or data retrieval,https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
What are some best practices for using the Cookie-Based provider in Incorta?,"Some best practices include: - Using cookie-based authentication to provide secure and efficient access to features and data - Configuring settings based on specific requirements, such as user roles and permissions - Regularly checking the logs for error messages or suspicious activity",https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
Can I use the Cookie-Based provider with other systems or services?,"Yes, you can integrate the Cookie-Based provider with various systems or services using a suitable connection method.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
"How do I configure Incorta to use a different authentication method (e.g., OAuth) for Pega or Balady?",You may need to contact the server team and provide them with the required configuration details. They will guide you through the process of setting up the new authentication method.,https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
What is the minimum configuration required for the Cookie-Based provider in Incorta?,The basic configuration includes: - cookie.name=id - validation.service.name=pega or balady (depending on the implementation) - validation.service.url/http://app.incorta.com:8080/incorta.simulators/pega/home or https://app.incorta.com:8080/incorta.simulators/balady/home (depending on the implementation),https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
Are there any security considerations when using the Cookie-Based provider in Incorta?,"Yes, you should ensure that the configuration includes: - Secure authentication methods - Token-based authentication is disabled if possible - Regularly update and patch the server to prevent vulnerabilities Note that I've generated 15 Q&A pairs based on the provided document content. I've tried to make the questions natural and conversational, while covering different aspects of the Cookie-Based provider in Incorta.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2904064094/Cookie-Based+Provider+Setup+Instructions,ai_model
How do I update the server.xml file in all Incorta Analytics Services <IncortaInstallation>/IncortaNode/services/<ANALYTICS_SERVICE_ID>/conf/server.xml to include a CookieBasedValve for MOMRA?,"To update the server.xml file, add the following tag under the <Host> tag: ``` <Valve LoggingEnabled=""true"" className=""com.incorta.sso.valves.CookieBasedValve"" cookieName=""{Validation Service cookie name}"" validationServiceURL=""{Validation Service URL}"" validationServiceUserName=""{Validation Service User Name}"" validationServicePassword=""{Validation Service Password: Base64 encoded}"" /> ```",https://incorta.atlassian.net/wiki/spaces/INC/pages/2375090213/Cookie-based+valve+setup+instructions,ai_model
What is the correct format for the validation service URL in MOMRA?,The correct format for the validation service URL in MOMRA is `https://pegadev.momra.gov.sa/prweb/PRRestService/Incorta/v1/Authentication`.,https://incorta.atlassian.net/wiki/spaces/INC/pages/2375090213/Cookie-based+valve+setup+instructions,ai_model
How do I create a CookieBasedValve with the specified values for MOMRA?,"To create a CookieBasedValve, use the following tag: ``` <Valve LoggingEnabled=""true"" className=""com.incorta.sso.valves.CookieBasedValve"" cookieName=""RequestorID"" validationServiceURL=""https://pegadev.momra.gov.sa/prweb/PRRestService/Incorta/v1/Authentication"" validationServiceUserName=""IncortaUser"" validationServicePassword=""PDYrZzReIVMrVmArcVhwUQ=="" /> ```",https://incorta.atlassian.net/wiki/spaces/INC/pages/2375090213/Cookie-based+valve+setup+instructions,ai_model
What is the expected response when connecting to Incorta using the specified URL format?,"When connecting to Incorta, the expected response is `https://<incorta-server>/incorta/!<tenant-name>`, where `<tenant-name>` is the name of your tenant.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2375090213/Cookie-based+valve+setup+instructions,ai_model
Can I use a different username for the user in Incosta with login name similar to the validation service username in MOMRA?,"Yes, you can use a different username for the user in Incosta with login name similar to the validation service username in MOMRA. However, you should ensure that the user has access to the specified service.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2375090213/Cookie-based+valve+setup+instructions,ai_model
How do I restart the Incorta analytics server after updating the server.xml file and configuring the valve?,"To restart the Incorta analytics server, simply stop it using the `service` command or the Incorta UI, then start it again.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2375090213/Cookie-based+valve+setup+instructions,ai_model
What if the validation service URL is not accessible due to a network issue?,"If the validation service URL is not accessible due to a network issue, you can try updating the valve configuration with a different value for the `validationServiceURL` tag. You may need to contact your system administrator or IT support for assistance.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2375090213/Cookie-based+valve+setup+instructions,ai_model
Can I use multiple validation services with MOMRA if they have different usernames and passwords?,"Yes, you can use multiple validation services with MOMRA if they have different usernames and passwords. However, you should ensure that the user in Incosta has access to all the services.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2375090213/Cookie-based+valve+setup+instructions,ai_model
How do I update the server.xml file without restarting the Incorta analytics server?,"To update the server.xml file without restarting the Incorta analytics server, stop the analytics server service using the `service` command or the Incorta UI, then manually update the configuration files and restart the server.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2375090213/Cookie-based+valve+setup+instructions,ai_model
What if the user in Incosta does not have access to a specific validation service due to permission issues?,"If the user in Incosta does not have access to a specific validation service due to permission issues, you may need to contact your system administrator or IT support for assistance.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2375090213/Cookie-based+valve+setup+instructions,ai_model
Can I use a different logging level when configuring the valve for MOMRA?,"Yes, you can use a different logging level when configuring the valve for MOMRA. However, keep in mind that the default logging level is typically set to `DEBUG`, which may impact performance and security.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2375090213/Cookie-based+valve+setup+instructions,ai_model
How do I troubleshoot issues with the valve configuration for MOMRA?,"To troubleshoot issues with the valve configuration for MOMRA, try restarting the Incorta analytics server, updating the server.xml file, or checking the server logs for any errors or warnings. You can also contact your system administrator or IT support for assistance.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2375090213/Cookie-based+valve+setup+instructions,ai_model
Can I use a different validation service URL format in MOMRA if it is not accessible?,"Yes, you can use a different validation service URL format in MOMRA if it is not accessible. However, ensure that the user in Incosta has access to the specified service and that the validation service URL matches the expected format.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2375090213/Cookie-based+valve+setup+instructions,ai_model
How do I update the cookie name in the valve configuration for MOMRA?,"To update the cookie name in the valve configuration for MOMRA, use the `cookieName` tag with a new value. For example: ``` <Valve LoggingEnabled=""true"" className=""com.incorta.sso.valves.CookieBasedValve"" cookieName=""New Cookie Name"" validationServiceURL=""{Validation Service URL}"" validationServiceUserName=""{Validation Service User Name}"" validationServicePassword=""{Validation Service Password: Base64 encoded}"" /> ```",https://incorta.atlassian.net/wiki/spaces/INC/pages/2375090213/Cookie-based+valve+setup+instructions,ai_model
How do I install the latest version of Incorta?,"To install the latest version of Incorta, follow these steps: 1. Unzip the latest version of Incorta to a location on your server (e.g., /var/www/incorta). 2. Move the unzipped Incorta installation directory to the specified path. 3. Update your system's package manager according to the upgrade instructions.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2362933985/Cookie-based+valve+test+instructions,ai_model
What is the purpose of the custom cookie used by the Cookie-based Valve?,The custom cookie used by the Cookie-based Valve is designed to authenticate users and validate their identities with a specific validation service. This cookie allows the valve to respond with the user name and status.,https://incorta.atlassian.net/wiki/spaces/INC/pages/2362933985/Cookie-based+valve+test+instructions,ai_model
How do I remove the incorta.onelogin.valv-1.0.jar file from IncortaAnalytics/IncortaNode/runtime/lib?,"To remove the incorta.onelogin.valv-1.0.jar file, you can: * Unzip the latest version of Incorca to a location on your server (e.g., /var/www/incorca). * Move the unzipped Incorca installation directory to the specified path. * Update your system's package manager according to the upgrade instructions.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2362933985/Cookie-based+valve+test+instructions,ai_model
What should I update in the server.xml file for the custom valve?,"To configure the custom valve, you should update the server.xml file located at <IncortaInstallation>/IncortaNode/services/<ANALYTICS_SERVICE_ID>/conf/server.xml with the following elements: * Before the <Host> tag, add: + <Valve LoggingEnabled=""true"" className=""com.incorta.sso.valves.CookieBasedValve"" cookieName=""{cookieName}"" validationServiceURL=""https://{domain name}/incorta.simulators/pega/validate validationServiceUserName=""{Incorta userName, to access the service}"" validationServicePassword={Incorta password, Base64 encoded} /> * The Incorta Pega simulator URL → https://{domain name}/incorta.simulators/pega/validate * The Incorta userName (to access the service): admin * The Incorta password: admin",https://incorta.atlassian.net/wiki/spaces/INC/pages/2362933985/Cookie-based+valve+test+instructions,ai_model
What is the recommended path for storing logs in Incorca?,You can find the logs at catalina.out file located in <IncortaInstallation>/IncortaNode/services/<ANALYTICS_SERVICE_ID>/logs.,https://incorta.atlassian.net/wiki/spaces/INC/pages/2362933985/Cookie-based+valve+test+instructions,ai_model
Can I customize the user status displayed by the Cookie-based Valve?,"Yes, you can customize the user status displayed by the Cookie-based Valve. You can specify the desired user status in the validation service URL, which will be used to determine the user's status when they access Incorca.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2362933985/Cookie-based+valve+test+instructions,ai_model
What is the purpose of the custom valve for MOMRA?,The Cookie-based Valve is a custom valve specifically designed for MOMRA (Momera). It integrates with a validation service to authenticate users and respond accordingly.,https://incorta.atlassian.net/wiki/spaces/INC/pages/2362933985/Cookie-based+valve+test+instructions,ai_model
How do I restart the Incorta analytics server after updating the configuration file?,"To restart the Incorca analytics server, you can follow these steps: * Stop any currently running instances of Incorca. * Update the server.xml file to reflect the updated configuration. * Restart the Incorca analytics server.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2362933985/Cookie-based+valve+test+instructions,ai_model
What should I do if my user is inactive?,"If your user is inactive, they will be displayed as having an inactive status in Incorca. This is a common requirement for MOMRA users who are not actively logged in.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2362933985/Cookie-based+valve+test+instructions,ai_model
Can I find information about logs at other locations on the website?,"No, you should only look for logs in the catalina.out file located in <IncortaInstallation>/IncortaNode/services/<ANALYTICS_SERVICE_ID>/logs.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2362933985/Cookie-based+valve+test+instructions,ai_model
What is the primary purpose of the Cookie-Based Valve?,"The Cookie-Based Valve is used to authenticate users by integrating with a validation service, which validates the user and responds with their login name and status.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2374991906/Cookie-based+valve+Technical+Documentation,ai_model
Where should I set the valve in the server.xml file?,"You should set the valve at the following location within the server.xml file: ```xml <Valve LoggingEnabled=""true"" className=""com.incorta.sso.valves.CookieBasedValve"" cookieName=""{Authentication cookie name}"" validationServiceURL= ""{the validation service URL}"" validationServiceUserName=""{Incorta userName, to access the service}"" validationServicePassword=""{Incorta password, Base64 encoded}"" /> ```",https://incorta.atlassian.net/wiki/spaces/INC/pages/2374991906/Cookie-based+valve+Technical+Documentation,ai_model
How do I specify the validation service URL and username/password for my MOMRA customer?,You can specify the validation service URL and username/password as follows: Validation Service URL: https://pegadev.momra.gov.sa/prweb/PRRestService/Incorta/v1/Authentication Validation Service UserName: IncortaUser Validation Service Password: 6+g4^!S+V`+qXpQ,https://incorta.atlassian.net/wiki/spaces/INC/pages/2374991906/Cookie-based+valve+Technical+Documentation,ai_model
What should I include in the request body to pass the RequestorID cookie?,"You can include a JSON object with the following structure: ```json { ""RequestData"":{ ""RequestorID"": {userId} } } ```",https://incorta.atlassian.net/wiki/spaces/INC/pages/2374991906/Cookie-based+valve+Technical+Documentation,ai_model
What is expected from the validation service response?,"The validation service expects the following JSON response: ```json { ""ID"":{loginName}, ""Status"": [Active| Inactive | Invalid] } ```",https://incorta.atlassian.net/wiki/spaces/INC/pages/2374991906/Cookie-based+valve+Technical+Documentation,ai_model
How should I handle inactive users in the validation service response?,"You can expect an inactive user to receive a ""Inactive"" status.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2374991906/Cookie-based+valve+Technical+Documentation,ai_model
What happens if there is no context available for the request before redirecting it to Incorta?,The Cookie-Based Valve will check at the beginning of the valve and redirect the request to Incorta directly if there is no context available.,https://incorta.atlassian.net/wiki/spaces/INC/pages/2374991906/Cookie-based+valve+Technical+Documentation,ai_model
How does the validation service handle special characters in passwords?,"The validation service encodes passwords using Base64 encoding, which prevents parsing issues when receiving the password.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2374991906/Cookie-based+valve+Technical+Documentation,ai_model
What is the expected response format from the validation service for an active user?,"For an active user, the validation service should respond with a JSON object containing: ```json { ""ID"":{loginName}, ""Status"": [Active| Inactive | Invalid] } ```",https://incorta.atlassian.net/wiki/spaces/INC/pages/2374991906/Cookie-based+valve+Technical+Documentation,ai_model
Can I use multiple validation services or different URLs in the valve configuration?,"No, each valve is associated with only one valid service URL and username/password combination.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2374991906/Cookie-based+valve+Technical+Documentation,ai_model
How do I configure DSAuth Provider from CMC?,"To configure DSAuth Provider from Cloud & On-Prem, follow these steps: 1. Install the latest version of Incorta. 2. Download the Incorta.simulators war for the cloud testing. 3. Set the simulator war at IncortaAnalytics/IncortaNode/runtime/webapps.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2901180609/DSAuth+Setup+Test+Instructions+Cloud+On-Prem,ai_model
What configuration options are available in DSAuth Provider (On Cloud)?,"In DSAuth Provider (On Cloud), you can configure the following: appAdminPassword, appId, appIdKey, logoutURL, myacinfo, redirectUrl, userLoginKey, validateUrl",https://incorta.atlassian.net/wiki/spaces/INC/pages/2901180609/DSAuth+Setup+Test+Instructions+Cloud+On-Prem,ai_model
How do I prepare DSAuth configurations for cloud testing?,"To prepare DSAuth configurations for cloud testing, follow these steps: 1. Install Incorta on your machine. 2. Download the Incorta.simulators war for the On-Prem testing. 3. Set the simulator war at IncortaAnalytics/IncortaNode/runtime/webapps.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2901180609/DSAuth+Setup+Test+Instructions+Cloud+On-Prem,ai_model
What is the purpose of configuring Server Name in General configuration?,"Configuring Server Name is essential to ensure that you can access your application correctly, specifically when logging in to Incorta using the following URL: http://app.incorta.com:8080/incorta/!<tenant_name>",https://incorta.atlassian.net/wiki/spaces/INC/pages/2901180609/DSAuth+Setup+Test+Instructions+Cloud+On-Prem,ai_model
How do I enable SSO and select Custom provider from security tap at CMC?,"To enable SSO and select a Custom provider from the security tap at CMC, follow these steps: 1. Enable SSO. 2. Select DSAuth as the custom provider.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2901180609/DSAuth+Setup+Test+Instructions+Cloud+On-Prem,ai_model
What are the required configurations for SSO user in General configuration?,"To create a SSO user on Incorta and log in to your application using their username, you will need to configure the following: appAdminPassword, appId, appIdKey, userLoginKey, validateUrl",https://incorta.atlassian.net/wiki/spaces/INC/pages/2901180609/DSAuth+Setup+Test+Instructions+Cloud+On-Prem,ai_model
How do I configure DSAuth settings at Provider configurations section?,"To configure DSAuth settings at Provider configurations section, follow these steps: 1. Set the DSAuth configurations at the Provider configurations section. 2. Click the Save button.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2901180609/DSAuth+Setup+Test+Instructions+Cloud+On-Prem,ai_model
What is the purpose of setting Domain Name for machine's public IP in General configuration?,"Setting a domain name for your machine's public IP is essential to ensure that you can access Incorta correctly, specifically when logging in to your application using the following URL: http://app.incorta.com:8080/incorta/!<tenant_name>",https://incorta.atlassian.net/wiki/spaces/INC/pages/2901180609/DSAuth+Setup+Test+Instructions+Cloud+On-Prem,ai_model
How do I log in to Incorta using the specified URL?,"To log in to Incorta using the specified URL, follow these steps: 1. Create a SSO user on Incorta. 2. Log in to Incorta with the username and password.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2901180609/DSAuth+Setup+Test+Instructions+Cloud+On-Prem,ai_model
What is the purpose of setting Cluster Name in General configuration?,"Setting a Cluster Name is essential to ensure that you can access your application correctly, specifically when logging in to your application using the following URL: http://app.incorta.com:8080/incorta/!<tenant_name>",https://incorta.atlassian.net/wiki/spaces/INC/pages/2901180609/DSAuth+Setup+Test+Instructions+Cloud+On-Prem,ai_model
How do I configure Server Name in Cluster Configuration?,"To configure Server Name in Cluster Configuration, follow these steps: 1. Go to Cluster Configuration. 2. Select Default Tenant Configuration. 3. Go to Email and set the Server Name to be app.incorta.com.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2901180609/DSAuth+Setup+Test+Instructions+Cloud+On-Prem,ai_model
What are the best practices for configuring DSAuth Provider (On-Prem)?,Best practices for configuring DSAuth Provider (On-Prem) include: - Installing Incorta on your machine. - Downloading the Incorta.simulators war for On-Prem testing. - Setting the simulator war at IncortaAnalytics/IncortaNode/runtime/webapps.,https://incorta.atlassian.net/wiki/spaces/INC/pages/2901180609/DSAuth+Setup+Test+Instructions+Cloud+On-Prem,ai_model
What is Active Directory Federation Services (ADFS)?,"ADFS is a protocol used for single sign-on (SSO) between an organization's internal systems and a SaaS application, such as Incorta.",https://incorta.atlassian.net/wiki/spaces/INC/pages/591626244/Implementing+ADFS+Single+Sign-on+SSO+Integration,ai_model
Why do I need to set my Incorta instance and other solutions to use HTTPS?,"ADFS only accepts https URLs, so you must ensure your Incorta instance and any related solutions are set up for use with HTTPS. You can refer to the documentation on enabling SSL certificate in 4.x or Secure Tomcat with TLS/SSL in 3.x.",https://incorta.atlassian.net/wiki/spaces/INC/pages/591626244/Implementing+ADFS+Single+Sign-on+SSO+Integration,ai_model
What is SAML 2.0 WebSSO protocol?,SAML 2.0 is an identity assertion format used by Active Directory Federation Services (ADFS) and other SSO protocols to authenticate users across different systems.,https://incorta.atlassian.net/wiki/spaces/INC/pages/591626244/Implementing+ADFS+Single+Sign-on+SSO+Integration,ai_model
How do I enable Single Sign-On for a Tenant in ADFS?,"To enable single sign-on, navigate to the Administration screen in Incorta Admin UI, select the Tenants tab, and click on the tenant name. You can also use the tmt command line to update the property.",https://incorta.atlassian.net/wiki/spaces/INC/pages/591626244/Implementing+ADFS+Single+Sign-on+SSO+Integration,ai_model
What is the Incorta Server.xml file used for?,"The Incorta Server.xml file is used by ADFS to configure SSO between an organization's internal systems and a SaaS application, such as Incorta.",https://incorta.atlassian.net/wiki/spaces/INC/pages/591626244/Implementing+ADFS+Single+Sign-on+SSO+Integration,ai_model
How do I enable Single Sign-On in Incorca?,"To enable single sign-on, follow the steps outlined in the document, which include enabling Tenant for single sign-on using either the administration screen or the tmt command line.",https://incorta.atlassian.net/wiki/spaces/INC/pages/591626244/Implementing+ADFS+Single+Sign-on+SSO+Integration,ai_model
What is the onelogin.saml2.sp.entityid property used for in ADFS?,"The onelogin.saml2.sp.entityid property specifies the value of the ""relying identifier"" in ADFS, which is used to bind SSO requests from the relying party (Incorta) to the claims.",https://incorta.atlassian.net/wiki/spaces/INC/pages/591626244/Implementing+ADFS+Single+Sign-on+SSO+Integration,ai_model
What are the required values for the onelogin.saml2.sp.assertion_consumer_service.url and onelogin.saml2.sp.single_logout_service.url properties?,"The values should be formatted as https://<incorca-server>/incorta/<tenant-name>/, where <incorca-server> is the Incorca server address and <tenant-name> is the tenant name.",https://incorta.atlassian.net/wiki/spaces/INC/pages/591626244/Implementing+ADFS+Single+Sign-on+SSO+Integration,ai_model
How do I set up SSO using ADFS with an Incorca instance in 3.x?,You can use the ./tmt.sh --update-property command to update the property on your Incorca instance to enable SSO.,https://incorta.atlassian.net/wiki/spaces/INC/pages/591626244/Implementing+ADFS+Single+Sign-on+SSO+Integration,ai_model
How do I configure ADFS to allow single sign-off using a URL?,"You can add a relying identifier by following the steps outlined in the document. For example, enter the Incorca URL https://incorta.com/incorta.",https://incorta.atlassian.net/wiki/spaces/INC/pages/591626244/Implementing+ADFS+Single+Sign-on+SSO+Integration,ai_model
What is the purpose of the onelogin.saml2.idp.single_sign_on_service.url property?,"This property specifies the value of the single sign-on service URL in ADFS, which should be formatted as http://<incorcaHostName>/incorta/logout.jsp?rediredtUrl=.",https://incorta.atlassian.net/wiki/spaces/INC/pages/591626244/Implementing+ADFS+Single+Sign-on+SSO+Integration,ai_model
How do I enable SSO for a Tenant using the Incorca Admin UI?,"To enable tenant-level SSO, navigate to the Administration screen in Incorca Admin UI, select the Tenants tab, and click on the tenant name.",https://incorta.atlassian.net/wiki/spaces/INC/pages/591626244/Implementing+ADFS+Single+Sign-on+SSO+Integration,ai_model
How do I configure Azure Active Directory as a SAML2 SSO IdP in the Incorta platform?,"To configure Azure AD as an SAML2 IdP, you need to log in to the Azure portal and create or edit an application. Once created, select ""Enterprise applications"" from the right-hand menu, click ""New application"", and choose ""Azure AD SAML Toolkit"". Give a readable name for your application.",https://incorta.atlassian.net/wiki/spaces/INC/pages/3583770625/Integrating+Azure+Active+Directory+AzureAD+as+SAML2+SSO+IdP,ai_model
